Stop Name,NexBus ID,Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guelph Central Station,0200,-,5:45 AM,6:15 AM,6:45 AM,7:15 AM,7:45 AM,8:15 AM,8:45 AM,9:15 AM,9:45 AM,10:15 AM,10:45 AM,11:15 AM,11:45 AM,12:15 PM,12:45 PM,1:15 PM,1:45 PM,2:15 PM,2:45 PM,3:15 PM,3:45 PM,4:15 PM,4:45 PM,5:15 PM,5:45 PM,6:15 PM,6:45 PM,7:15 PM,7:45 PM,8:15 PM,8:45 PM,9:15 PM,9:45 PM,10:15 PM,10:45 PM,11:15 PM,11:45 PM,12:15 AM
Wellington St. at KFC,0201,-,5:45 AM,6:15 AM,6:45 AM,7:15 AM,7:45 AM,8:15 AM,8:45 AM,9:15 AM,9:45 AM,10:15 AM,10:45 AM,11:15 AM,11:45 AM,12:15 PM,12:45 PM,1:15 PM,1:45 PM,2:15 PM,2:45 PM,3:15 PM,3:45 PM,4:15 PM,4:45 PM,5:15 PM,5:45 PM,6:15 PM,6:45 PM,7:15 PM,7:45 PM,8:15 PM,8:45 PM,9:15 PM,9:45 PM,10:15 PM,10:45 PM,11:15 PM,11:45 PM,12:15 AM
Gordon St. at Water St.,0202,-,5:48 AM,6:18 AM,6:48 AM,7:18 AM,7:48 AM,8:18 AM,8:48 AM,9:18 AM,9:48 AM,10:18 AM,10:48 AM,11:18 AM,11:48 AM,12:18 PM,12:48 PM,1:18 PM,1:48 PM,2:18 PM,2:48 PM,3:18 PM,3:48 PM,4:18 PM,4:48 PM,5:18 PM,5:48 PM,6:18 PM,6:48 PM,7:18 PM,7:48 PM,8:18 PM,8:48 PM,9:18 PM,9:48 PM,10:18 PM,10:48 PM,11:18 PM,11:48 PM,12:18 AM
Gordon St. at Forbes Ave.,0203,-,5:48 AM,6:18 AM,6:48 AM,7:18 AM,7:48 AM,8:18 AM,8:48 AM,9:18 AM,9:48 AM,10:18 AM,10:48 AM,11:18 AM,11:48 AM,12:18 PM,12:48 PM,1:18 PM,1:48 PM,2:18 PM,2:48 PM,3:18 PM,3:48 PM,4:18 PM,4:48 PM,5:18 PM,5:48 PM,6:18 PM,6:48 PM,7:18 PM,7:48 PM,8:18 PM,8:48 PM,9:18 PM,9:48 PM,10:18 PM,10:48 PM,11:18 PM,11:48 PM,12:18 AM
Gordon St. at Dean Ave.,0204,-,5:48 AM,6:18 AM,6:48 AM,7:18 AM,7:48 AM,8:18 AM,8:48 AM,9:18 AM,9:48 AM,10:18 AM,10:48 AM,11:18 AM,11:48 AM,12:18 PM,12:48 PM,1:18 PM,1:48 PM,2:18 PM,2:48 PM,3:18 PM,3:48 PM,4:18 PM,4:48 PM,5:18 PM,5:48 PM,6:18 PM,6:48 PM,7:18 PM,7:48 PM,8:18 PM,8:48 PM,9:18 PM,9:48 PM,10:18 PM,10:48 PM,11:18 PM,11:48 PM,12:18 AM
Gordon St. at College Ave.W.,0205,-,5:48 AM,6:18 AM,6:48 AM,7:18 AM,7:48 AM,8:18 AM,8:48 AM,9:18 AM,9:48 AM,10:18 AM,10:48 AM,11:18 AM,11:48 AM,12:18 PM,12:48 PM,1:18 PM,1:48 PM,2:18 PM,2:48 PM,3:18 PM,3:48 PM,4:18 PM,4:48 PM,5:18 PM,5:48 PM,6:18 PM,6:48 PM,7:18 PM,7:48 PM,8:18 PM,8:48 PM,9:18 PM,9:48 PM,10:18 PM,10:48 PM,11:18 PM,11:48 PM,12:18 AM
University Centre ,0206,-,6:00 AM,6:30 AM,7:00 AM,7:30 AM,8:00 AM,8:30 AM,9:00 AM,9:30 AM,10:00 AM,10:30 AM,11:00 AM,11:30 AM,12:00 PM,12:30 PM,1:00 PM,1:30 PM,2:00 PM,2:30 PM,3:00 PM,3:30 PM,4:00 PM,4:30 PM,5:00 PM,5:30 PM,6:00 PM,6:30 PM,7:00 PM,7:30 PM,8:00 PM,8:30 PM,9:00 PM,9:30 PM,10:00 PM,10:30 PM,11:00 PM,11:30 PM,12:00 AM,12:30 AM
Stone Rd. W. at Edinburgh Rd. S.,0207,-,6:04 AM,6:34 AM,7:04 AM,7:34 AM,8:04 AM,8:34 AM,9:04 AM,9:34 AM,10:04 AM,10:34 AM,11:04 AM,11:34 AM,12:04 PM,12:34 PM,1:04 PM,1:34 PM,2:04 PM,2:34 PM,3:04 PM,3:34 PM,4:04 PM,4:34 PM,5:04 PM,5:34 PM,6:04 PM,6:34 PM,7:04 PM,7:34 PM,8:04 PM,8:34 PM,9:04 PM,9:34 PM,10:04 PM,10:34 PM,11:04 PM,11:34 PM,12:04 AM,12:34 AM
Stone Rd. W. at Stone Road Mall,0208,-,6:06 AM,6:36 AM,7:06 AM,7:36 AM,8:06 AM,8:36 AM,9:06 AM,9:36 AM,10:06 AM,10:36 AM,11:06 AM,11:36 AM,12:06 PM,12:36 PM,1:06 PM,1:36 PM,2:06 PM,2:36 PM,3:06 PM,3:36 PM,4:06 PM,4:36 PM,5:06 PM,5:36 PM,6:06 PM,6:36 PM,7:06 PM,7:36 PM,8:06 PM,8:36 PM,9:06 PM,9:36 PM,10:06 PM,10:36 PM,11:06 PM,11:36 PM,12:06 AM,12:36 AM
659 Wellington St. W. ,0209,-,6:10 AM,6:40 AM,7:10 AM,7:40 AM,8:10 AM,8:40 AM,9:10 AM,9:40 AM,10:10 AM,10:40 AM,11:10 AM,11:40 AM,12:10 PM,12:40 PM,1:10 PM,1:40 PM,2:10 PM,2:40 PM,3:10 PM,3:40 PM,4:10 PM,4:40 PM,5:10 PM,5:40 PM,6:10 PM,6:40 PM,7:10 PM,7:40 PM,8:10 PM,8:40 PM,9:10 PM,9:40 PM,10:10 PM,10:40 PM,11:10 PM,11:40 PM,12:10 AM,12:40 AM
Fife Rd. at Wellington St. W.,0210,-,6:10 AM,6:40 AM,7:10 AM,7:40 AM,8:10 AM,8:40 AM,9:10 AM,9:40 AM,10:10 AM,10:40 AM,11:10 AM,11:40 AM,12:10 PM,12:40 PM,1:10 PM,1:40 PM,2:10 PM,2:40 PM,3:10 PM,3:40 PM,4:10 PM,4:40 PM,5:10 PM,5:40 PM,6:10 PM,6:40 PM,7:10 PM,7:40 PM,8:10 PM,8:40 PM,9:10 PM,9:40 PM,10:10 PM,10:40 PM,11:10 PM,11:40 PM,12:10 AM,12:40 AM
Fife Rd. at Gateway Dr.,0211,-,6:10 AM,6:40 AM,7:10 AM,7:40 AM,8:10 AM,8:40 AM,9:10 AM,9:40 AM,10:10 AM,10:40 AM,11:10 AM,11:40 AM,12:10 PM,12:40 PM,1:10 PM,1:40 PM,2:10 PM,2:40 PM,3:10 PM,3:40 PM,4:10 PM,4:40 PM,5:10 PM,5:40 PM,6:10 PM,6:40 PM,7:10 PM,7:40 PM,8:10 PM,8:40 PM,9:10 PM,9:40 PM,10:10 PM,10:40 PM,11:10 PM,11:40 PM,12:10 AM,12:40 AM
Fife Rd. at Deerfield Pl.,0212,-,6:12 AM,6:42 AM,7:12 AM,7:42 AM,8:12 AM,8:42 AM,9:12 AM,9:42 AM,10:12 AM,10:42 AM,11:12 AM,11:42 AM,12:12 PM,12:42 PM,1:12 PM,1:42 PM,2:12 PM,2:42 PM,3:12 PM,3:42 PM,4:12 PM,4:42 PM,5:12 PM,5:42 PM,6:12 PM,6:42 PM,7:12 PM,7:42 PM,8:12 PM,8:42 PM,9:12 PM,9:42 PM,10:12 PM,10:42 PM,11:12 PM,11:42 PM,12:12 AM,12:42 AM
Elmira Rd. at West Acres Dr.,0213,-,6:12 AM,6:42 AM,7:12 AM,7:42 AM,8:12 AM,8:42 AM,9:12 AM,9:42 AM,10:12 AM,10:42 AM,11:12 AM,11:42 AM,12:12 PM,12:42 PM,1:12 PM,1:42 PM,2:12 PM,2:42 PM,3:12 PM,3:42 PM,4:12 PM,4:42 PM,5:12 PM,5:42 PM,6:12 PM,6:42 PM,7:12 PM,7:42 PM,8:12 PM,8:42 PM,9:12 PM,9:42 PM,10:12 PM,10:42 PM,11:12 PM,11:42 PM,12:12 AM,12:42 AM
Elmira Rd. at Freshmeadow Way,0214,-,6:12 AM,6:42 AM,7:12 AM,7:42 AM,8:12 AM,8:42 AM,9:12 AM,9:42 AM,10:12 AM,10:42 AM,11:12 AM,11:42 AM,12:12 PM,12:42 PM,1:12 PM,1:42 PM,2:12 PM,2:42 PM,3:12 PM,3:42 PM,4:12 PM,4:42 PM,5:12 PM,5:42 PM,6:12 PM,6:42 PM,7:12 PM,7:42 PM,8:12 PM,8:42 PM,9:12 PM,9:42 PM,10:12 PM,10:42 PM,11:12 PM,11:42 PM,12:12 AM,12:42 AM
Elmira Rd. at Stephanie Dr.,0215,-,6:12 AM,6:42 AM,7:12 AM,7:42 AM,8:12 AM,8:42 AM,9:12 AM,9:42 AM,10:12 AM,10:42 AM,11:12 AM,11:42 AM,12:12 PM,12:42 PM,1:12 PM,1:42 PM,2:12 PM,2:42 PM,3:12 PM,3:42 PM,4:12 PM,4:42 PM,5:12 PM,5:42 PM,6:12 PM,6:42 PM,7:12 PM,7:42 PM,8:12 PM,8:42 PM,9:12 PM,9:42 PM,10:12 PM,10:42 PM,11:12 PM,11:42 PM,12:12 AM,12:42 AM
Elmira Rd. at Zehrs,0216,5:45 AM,6:15 AM,6:45 AM,7:15 AM,7:45 AM,8:15 AM,8:45 AM,9:15 AM,9:45 AM,10:15 AM,10:45 AM,11:15 AM,11:45 AM,12:15 PM,12:45 PM,1:15 PM,1:45 PM,2:15 PM,2:45 PM,3:15 PM,3:45 PM,4:15 PM,4:45 PM,5:15 PM,5:45 PM,6:15 PM,6:45 PM,7:15 PM,7:45 PM,8:15 PM,8:45 PM,9:15 PM,9:45 PM,10:15 PM,10:45 PM,11:15 PM,11:45 PM,12:15 AM,12:45 AM
Elmira Rd. at West End Community Centre,0217,5:45 AM,6:15 AM,6:45 AM,7:15 AM,7:45 AM,8:15 AM,8:45 AM,9:15 AM,9:45 AM,10:15 AM,10:45 AM,11:15 AM,11:45 AM,12:15 PM,12:45 PM,1:15 PM,1:45 PM,2:15 PM,2:45 PM,3:15 PM,3:45 PM,4:15 PM,4:45 PM,5:15 PM,5:45 PM,6:15 PM,6:45 PM,7:15 PM,7:45 PM,8:15 PM,8:45 PM,9:15 PM,9:45 PM,10:15 PM,10:45 PM,11:15 PM,11:45 PM,12:15 AM,12:45 AM
Willow Rd. at Flaherty Dr.,0218,5:45 AM,6:15 AM,6:45 AM,7:15 AM,7:45 AM,8:15 AM,8:45 AM,9:15 AM,9:45 AM,10:15 AM,10:45 AM,11:15 AM,11:45 AM,12:15 PM,12:45 PM,1:15 PM,1:45 PM,2:15 PM,2:45 PM,3:15 PM,3:45 PM,4:15 PM,4:45 PM,5:15 PM,5:45 PM,6:15 PM,6:45 PM,7:15 PM,7:45 PM,8:15 PM,8:45 PM,9:15 PM,9:45 PM,10:15 PM,10:45 PM,11:15 PM,11:45 PM,12:15 AM,12:45 AM
Imperial Rd. N. at Willow Rd.,0219,5:47 AM,6:17 AM,6:47 AM,7:17 AM,7:47 AM,8:17 AM,8:47 AM,9:17 AM,9:47 AM,10:17 AM,10:47 AM,11:17 AM,11:47 AM,12:17 PM,12:47 PM,1:17 PM,1:47 PM,2:17 PM,2:47 PM,3:17 PM,3:47 PM,4:17 PM,4:47 PM,5:17 PM,5:47 PM,6:17 PM,6:47 PM,7:17 PM,7:47 PM,8:17 PM,8:47 PM,9:17 PM,9:47 PM,10:17 PM,10:47 PM,11:17 PM,11:47 PM,12:17 AM,-
Imperial Rd. N. at Dunhill Cres.,0220,5:47 AM,6:17 AM,6:47 AM,7:17 AM,7:47 AM,8:17 AM,8:47 AM,9:17 AM,9:47 AM,10:17 AM,10:47 AM,11:17 AM,11:47 AM,12:17 PM,12:47 PM,1:17 PM,1:47 PM,2:17 PM,2:47 PM,3:17 PM,3:47 PM,4:17 PM,4:47 PM,5:17 PM,5:47 PM,6:17 PM,6:47 PM,7:17 PM,7:47 PM,8:17 PM,8:47 PM,9:17 PM,9:47 PM,10:17 PM,10:47 PM,11:17 PM,11:47 PM,12:17 AM,-
Imperial Rd. N. at Westwood Rd.,0221,5:47 AM,6:17 AM,6:47 AM,7:17 AM,7:47 AM,8:17 AM,8:47 AM,9:17 AM,9:47 AM,10:17 AM,10:47 AM,11:17 AM,11:47 AM,12:17 PM,12:47 PM,1:17 PM,1:47 PM,2:17 PM,2:47 PM,3:17 PM,3:47 PM,4:17 PM,4:47 PM,5:17 PM,5:47 PM,6:17 PM,6:47 PM,7:17 PM,7:47 PM,8:17 PM,8:47 PM,9:17 PM,9:47 PM,10:17 PM,10:47 PM,11:17 PM,11:47 PM,12:17 AM,-
Imperial Rd. N. at Speedvale Ave. W.,0222,5:47 AM,6:17 AM,6:47 AM,7:17 AM,7:47 AM,8:17 AM,8:47 AM,9:17 AM,9:47 AM,10:17 AM,10:47 AM,11:17 AM,11:47 AM,12:17 PM,12:47 PM,1:17 PM,1:47 PM,2:17 PM,2:47 PM,3:17 PM,3:47 PM,4:17 PM,4:47 PM,5:17 PM,5:47 PM,6:17 PM,6:47 PM,7:17 PM,7:47 PM,8:17 PM,8:47 PM,9:17 PM,9:47 PM,10:17 PM,10:47 PM,11:17 PM,11:47 PM,12:17 AM,-
ARC Industries,0223,5:50 AM,6:20 AM,6:50 AM,7:20 AM,7:50 AM,8:20 AM,8:50 AM,9:20 AM,9:50 AM,10:20 AM,10:50 AM,11:20 AM,11:50 AM,12:20 PM,12:50 PM,1:20 PM,1:50 PM,2:20 PM,2:50 PM,3:20 PM,3:50 PM,4:20 PM,4:50 PM,5:20 PM,5:50 PM,6:20 PM,6:50 PM,7:20 PM,7:50 PM,8:20 PM,8:50 PM,9:20 PM,9:50 PM,10:20 PM,10:50 PM,11:20 PM,11:50 PM,12:20 AM,-
Royal Rd. at Massey Rd. (Guelph Tool),0224,5:50 AM,6:20 AM,6:50 AM,7:20 AM,7:50 AM,8:20 AM,8:50 AM,9:20 AM,9:50 AM,10:20 AM,10:50 AM,11:20 AM,11:50 AM,12:20 PM,12:50 PM,1:20 PM,1:50 PM,2:20 PM,2:50 PM,3:20 PM,3:50 PM,4:20 PM,4:50 PM,5:20 PM,5:50 PM,6:20 PM,6:50 PM,7:20 PM,7:50 PM,8:20 PM,8:50 PM,9:20 PM,9:50 PM,10:20 PM,10:50 PM,11:20 PM,11:50 PM,12:20 AM,-
Massey Rd. at Imperial Rd.,0225,5:50 AM,6:20 AM,6:50 AM,7:20 AM,7:50 AM,8:20 AM,8:50 AM,9:20 AM,9:50 AM,10:20 AM,10:50 AM,11:20 AM,11:50 AM,12:20 PM,12:50 PM,1:20 PM,1:50 PM,2:20 PM,2:50 PM,3:20 PM,3:50 PM,4:20 PM,4:50 PM,5:20 PM,5:50 PM,6:20 PM,6:50 PM,7:20 PM,7:50 PM,8:20 PM,8:50 PM,9:20 PM,9:50 PM,10:20 PM,10:50 PM,11:20 PM,11:50 PM,12:20 AM,-
Imperial Rd. N. at Woodlawn Rd. W.,0226,5:53 AM,6:23 AM,6:53 AM,7:23 AM,7:53 AM,8:23 AM,8:53 AM,9:23 AM,9:53 AM,10:23 AM,10:53 AM,11:23 AM,11:53 AM,12:23 PM,12:53 PM,1:23 PM,1:53 PM,2:23 PM,2:53 PM,3:23 PM,3:53 PM,4:23 PM,4:53 PM,5:23 PM,5:53 PM,6:23 PM,6:53 PM,7:23 PM,7:53 PM,8:23 PM,8:53 PM,9:23 PM,9:53 PM,10:23 PM,10:53 PM,11:23 PM,11:53 PM,12:23 AM,-
Woodlawn Rd. W. at Royal Rd.,0227,5:53 AM,6:23 AM,6:53 AM,7:23 AM,7:53 AM,8:23 AM,8:53 AM,9:23 AM,9:53 AM,10:23 AM,10:53 AM,11:23 AM,11:53 AM,12:23 PM,12:53 PM,1:23 PM,1:53 PM,2:23 PM,2:53 PM,3:23 PM,3:53 PM,4:23 PM,4:53 PM,5:23 PM,5:53 PM,6:23 PM,6:53 PM,7:23 PM,7:53 PM,8:23 PM,8:53 PM,9:23 PM,9:53 PM,10:23 PM,10:53 PM,11:23 PM,11:53 PM,12:23 AM,-
Woodlawn Rd. W. at Regal Rd.,0228,5:53 AM,6:23 AM,6:53 AM,7:23 AM,7:53 AM,8:23 AM,8:53 AM,9:23 AM,9:53 AM,10:23 AM,10:53 AM,11:23 AM,11:53 AM,12:23 PM,12:53 PM,1:23 PM,1:53 PM,2:23 PM,2:53 PM,3:23 PM,3:53 PM,4:23 PM,4:53 PM,5:23 PM,5:53 PM,6:23 PM,6:53 PM,7:23 PM,7:53 PM,8:23 PM,8:53 PM,9:23 PM,9:53 PM,10:23 PM,10:53 PM,11:23 PM,11:53 PM,12:23 AM,-
Woodlawn Rd. W. at Silvercreek Pkwy. N.,0229,5:53 AM,6:23 AM,6:53 AM,7:23 AM,7:53 AM,8:23 AM,8:53 AM,9:23 AM,9:53 AM,10:23 AM,10:53 AM,11:23 AM,11:53 AM,12:23 PM,12:53 PM,1:23 PM,1:53 PM,2:23 PM,2:53 PM,3:23 PM,3:53 PM,4:23 PM,4:53 PM,5:23 PM,5:53 PM,6:23 PM,6:53 PM,7:23 PM,7:53 PM,8:23 PM,8:53 PM,9:23 PM,9:53 PM,10:23 PM,10:53 PM,11:23 PM,11:53 PM,12:23 AM,-
Woodlawn Rd. W. at Dawson Rd.,0230,5:55 AM,6:25 AM,6:55 AM,7:25 AM,7:55 AM,8:25 AM,8:55 AM,9:25 AM,9:55 AM,10:25 AM,10:55 AM,11:25 AM,11:55 AM,12:25 PM,12:55 PM,1:25 PM,1:55 PM,2:25 PM,2:55 PM,3:25 PM,3:55 PM,4:25 PM,4:55 PM,5:25 PM,5:55 PM,6:25 PM,6:55 PM,7:25 PM,7:55 PM,8:25 PM,8:55 PM,9:25 PM,9:55 PM,10:25 PM,10:55 PM,11:25 PM,11:55 PM,12:25 AM,-
Woodlawn Rd. W. at Edinburgh Rd. N.,0231,5:55 AM,6:25 AM,6:55 AM,7:25 AM,7:55 AM,8:25 AM,8:55 AM,9:25 AM,9:55 AM,10:25 AM,10:55 AM,11:25 AM,11:55 AM,12:25 PM,12:55 PM,1:25 PM,1:55 PM,2:25 PM,2:55 PM,3:25 PM,3:55 PM,4:25 PM,4:55 PM,5:25 PM,5:55 PM,6:25 PM,6:55 PM,7:25 PM,7:55 PM,8:25 PM,8:55 PM,9:25 PM,9:55 PM,10:25 PM,10:55 PM,11:25 PM,11:55 PM,12:25 AM,-
Woodlawn Rd. W. at Nicklin Rd.,0232,5:55 AM,6:25 AM,6:55 AM,7:25 AM,7:55 AM,8:25 AM,8:55 AM,9:25 AM,9:55 AM,10:25 AM,10:55 AM,11:25 AM,11:55 AM,12:25 PM,12:55 PM,1:25 PM,1:55 PM,2:25 PM,2:55 PM,3:25 PM,3:55 PM,4:25 PM,4:55 PM,5:25 PM,5:55 PM,6:25 PM,6:55 PM,7:25 PM,7:55 PM,8:25 PM,8:55 PM,9:25 PM,9:55 PM,10:25 PM,10:55 PM,11:25 PM,11:55 PM,12:25 AM,-
Woodlawn Rd. W. at Woolwich St. ,0233,5:57 AM,6:27 AM,6:57 AM,7:27 AM,7:57 AM,8:27 AM,8:57 AM,9:27 AM,9:57 AM,10:27 AM,10:57 AM,11:27 AM,11:57 AM,12:27 PM,12:57 PM,1:27 PM,1:57 PM,2:27 PM,2:57 PM,3:27 PM,3:57 PM,4:27 PM,4:57 PM,5:27 PM,5:57 PM,6:27 PM,6:57 PM,7:27 PM,7:57 PM,8:27 PM,8:57 PM,9:27 PM,9:57 PM,10:27 PM,10:57 PM,11:27 PM,11:57 PM,12:27 AM,-
Woolwich St. at Marilyn Dr.,0234,5:57 AM,6:27 AM,6:57 AM,7:27 AM,7:57 AM,8:27 AM,8:57 AM,9:27 AM,9:57 AM,10:27 AM,10:57 AM,11:27 AM,11:57 AM,12:27 PM,12:57 PM,1:27 PM,1:57 PM,2:27 PM,2:57 PM,3:27 PM,3:57 PM,4:27 PM,4:57 PM,5:27 PM,5:57 PM,6:27 PM,6:57 PM,7:27 PM,7:57 PM,8:27 PM,8:57 PM,9:27 PM,9:57 PM,10:27 PM,10:57 PM,11:27 PM,11:57 PM,12:27 AM,-
Woolwich St. at Evergreen,0235,5:59 AM,6:29 AM,6:59 AM,7:29 AM,7:59 AM,8:29 AM,8:59 AM,9:29 AM,9:59 AM,10:29 AM,10:59 AM,11:29 AM,11:59 AM,12:29 PM,12:59 PM,1:29 PM,1:59 PM,2:29 PM,2:59 PM,3:29 PM,3:59 PM,4:29 PM,4:59 PM,5:29 PM,5:59 PM,6:29 PM,6:59 PM,7:29 PM,7:59 PM,8:29 PM,8:59 PM,9:29 PM,9:59 PM,10:29 PM,10:59 PM,11:29 PM,11:59 PM,12:29 AM,-
Woolwich St. at Mac Ave.,0236,5:59 AM,6:29 AM,6:59 AM,7:29 AM,7:59 AM,8:29 AM,8:59 AM,9:29 AM,9:59 AM,10:29 AM,10:59 AM,11:29 AM,11:59 AM,12:29 PM,12:59 PM,1:29 PM,1:59 PM,2:29 PM,2:59 PM,3:29 PM,3:59 PM,4:29 PM,4:59 PM,5:29 PM,5:59 PM,6:29 PM,6:59 PM,7:29 PM,7:59 PM,8:29 PM,8:59 PM,9:29 PM,9:59 PM,10:29 PM,10:59 PM,11:29 PM,11:59 PM,12:29 AM,-
Woolwich St. at Tiffany St.,0237,5:59 AM,6:29 AM,6:59 AM,7:29 AM,7:59 AM,8:29 AM,8:59 AM,9:29 AM,9:59 AM,10:29 AM,10:59 AM,11:29 AM,11:59 AM,12:29 PM,12:59 PM,1:29 PM,1:59 PM,2:29 PM,2:59 PM,3:29 PM,3:59 PM,4:29 PM,4:59 PM,5:29 PM,5:59 PM,6:29 PM,6:59 PM,7:29 PM,7:59 PM,8:29 PM,8:59 PM,9:29 PM,9:59 PM,10:29 PM,10:59 PM,11:29 PM,11:59 PM,12:29 AM,-
Woolwich St. at London Rd.,0238,6:02 AM,6:32 AM,7:02 AM,7:32 AM,8:02 AM,8:32 AM,9:02 AM,9:32 AM,10:02 AM,10:32 AM,11:02 AM,11:32 AM,12:02 PM,12:32 PM,1:02 PM,1:32 PM,2:02 PM,2:32 PM,3:02 PM,3:32 PM,4:02 PM,4:32 PM,5:02 PM,5:32 PM,6:02 PM,6:32 PM,7:02 PM,7:32 PM,8:02 PM,8:32 PM,9:02 PM,9:32 PM,10:02 PM,10:32 PM,11:02 PM,11:32 PM,12:02 AM,12:32 AM,-
Woolwich St. at Wyndham St. N.,0239,6:02 AM,6:32 AM,7:02 AM,7:32 AM,8:02 AM,8:32 AM,9:02 AM,9:32 AM,10:02 AM,10:32 AM,11:02 AM,11:32 AM,12:02 PM,12:32 PM,1:02 PM,1:32 PM,2:02 PM,2:32 PM,3:02 PM,3:32 PM,4:02 PM,4:32 PM,5:02 PM,5:32 PM,6:02 PM,6:32 PM,7:02 PM,7:32 PM,8:02 PM,8:32 PM,9:02 PM,9:32 PM,10:02 PM,10:32 PM,11:02 PM,11:32 PM,12:02 AM,12:32 AM,-
Wyndham St. N. at IF Shoe Store,0240,6:02 AM,6:32 AM,7:02 AM,7:32 AM,8:02 AM,8:32 AM,9:02 AM,9:32 AM,10:02 AM,10:32 AM,11:02 AM,11:32 AM,12:02 PM,12:32 PM,1:02 PM,1:32 PM,2:02 PM,2:32 PM,3:02 PM,3:32 PM,4:02 PM,4:32 PM,5:02 PM,5:32 PM,6:02 PM,6:32 PM,7:02 PM,7:32 PM,8:02 PM,8:32 PM,9:02 PM,9:32 PM,10:02 PM,10:32 PM,11:02 PM,11:32 PM,12:02 AM,12:32 AM,-
Guelph Central Station,0241,6:07 AM,6:37 AM,7:07 AM,7:37 AM,8:07 AM,8:37 AM,9:07 AM,9:37 AM,10:07 AM,10:37 AM,11:07 AM,11:37 AM,12:07 PM,12:37 PM,1:07 PM,1:37 PM,2:07 PM,2:37 PM,3:07 PM,3:37 PM,4:07 PM,4:37 PM,5:07 PM,5:37 PM,6:07 PM,6:37 PM,7:07 PM,7:37 PM,8:07 PM,8:37 PM,9:07 PM,9:37 PM,10:07 PM,10:37 PM,11:07 PM,11:37 PM,12:07 AM,12:37 AM,-